fight_id,event_name,fight_date,weight_class,winner,win_method,detail,round,end_time,referee,city,state,country,title_bout
5432,UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",Women's Bantamweight Bout,Aspen Ladd,KO/TKO,Punches to Head From Back Control,3,0:33,Keith Peterson,Washington,DC,USA,False
5433,UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",Heavyweight Bout,Ben Rothwell,KO/TKO,Punches to Head In Clinch,2,4:57,Dan Miragliotta,Washington,DC,USA,False
5434,UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",Women's Strawweight Bout,Draw,Decision - Majority,Chris Lee28 - 29.David Braslow28 - 28.Sal D'amato28 - 28.,3,5:00,Fernando Yamasaki,Washington,DC,USA,False
5435,UFC Fight Night: Overeem vs. Rozenstruik,"December 07, 2019",Heavyweight Bout,Jairzinho Rozenstruik,KO/TKO,Punch to Head At Distance,5,4:56,Dan Miragliotta,Washington,DC,USA,False
5436,UFC 245: Usman vs. Covington,"December 14, 2019",Middleweight Bout,Punahele Soriano,KO/TKO,Punch to Head At Distance,1,3:17,Chris Tognoni,Las Vegas,Nevada,USA,False
5437,UFC 245: Usman vs. Covington,"December 14, 2019",Women's Flyweight Bout,Jessica Eye,Decision - Unanimous,Mike Bell28 - 29.Derek Cleary28 - 29.Dave Hagen28 - 29.,3,5:00,Marc Goddard,Las Vegas,Nevada,USA,False
5438,UFC 245: Usman vs. Covington,"December 14, 2019",Flyweight Bout,Brandon Moreno,Decision - Unanimous,Junichiro Kamijo28 - 29.Chris Lee28 - 29.Mark Smith27 - 30.,3,5:00,Chris Tognoni,Las Vegas,Nevada,USA,False
5439,UFC 245: Usman vs. Covington,"December 14, 2019",Featherweight Bout,Chase Hooper,KO/TKO,Elbows to Head From Mount,1,4:34,Jason Herzog,Las Vegas,Nevada,USA,False
5440,UFC 245: Usman vs. Covington,"December 14, 2019",Welterweight Bout,Matt Brown,KO/TKO,Punches to Head From Guard,2,4:55,Keith Peterson,Las Vegas,Nevada,USA,False
5441,UFC 245: Usman vs. Covington,"December 14, 2019",Middleweight Bout,Omari Akhmedov,Decision - Unanimous,Mike Bell28 - 29.Sal D'amato28 - 29.Ron McCarthy28 - 29.,3,5:00,Marc Goddard,Las Vegas,Nevada,USA,False
5442,UFC 245: Usman vs. Covington,"December 14, 2019",Women's Bantamweight Bout,Irene Aldana,KO/TKO,Punch to Head At Distance,1,4:51,Jason Herzog,Las Vegas,Nevada,USA,False
5443,UFC 245: Usman vs. Covington,"December 14, 2019",Welterweight Bout,Geoff Neal,KO/TKO,Punches to Head At Distance,1,1:30,Chris Tognoni,Las Vegas,Nevada,USA,False
5444,UFC 245: Usman vs. Covington,"December 14, 2019",Bantamweight Bout,Petr Yan,KO/TKO,Kick to Head At Distance,3,0:43,Keith Peterson,Las Vegas,Nevada,USA,False
5445,UFC 245: Usman vs. Covington,"December 14, 2019",Bantamweight Bout,Marlon Moraes,Decision - Split,Mark Smith28 - 29.Eric Colon28 - 29.Mike Bell29 - 28.,3,5:00,Marc Goddard,Las Vegas,Nevada,USA,False
5446,UFC 245: Usman vs. Covington,"December 14, 2019",UFC Women's Bantamweight Title Bout,Amanda Nunes,Decision - Unanimous,Sal D'amato44 - 49.Dave Hagen46 - 49.Ron McCarthy45 - 49.,5,5:00,Keith Peterson,Las Vegas,Nevada,USA,True
5447,UFC 245: Usman vs. Covington,"December 14, 2019",UFC Featherweight Title Bout,Alexander Volkanovski,Decision - Unanimous,Mike Bell47 - 48.Chris Lee47 - 48.Junichiro Kamijo45 - 50.,5,5:00,Jason Herzog,Las Vegas,Nevada,USA,True
5448,UFC 245: Usman vs. Covington,"December 14, 2019",UFC Welterweight Title Bout,Kamaru Usman,KO/TKO,Punch to Head At Distance,5,4:10,Marc Goddard,Las Vegas,Nevada,USA,True
5449,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Bantamweight Bout,Alatengheili,Decision - Split,Ben Cartlidge28 - 29.Evan Field29 - 28.Anthony Dimitriou28 - 29.,3,5:00,Thomas Fan,Busan,,South Korea,False
5450,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Women's Strawweight Bout,Amanda Lemos,Submission,Rear Naked Choke,1,3:43,Greg Kleynjans,Busan,,South Korea,False
5451,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Bantamweight Bout,Raoni Barcelos,Decision - Unanimous,Paul Sutherland27 - 30.Evan Field28 - 29.Ben Cartlidge28 - 29.,3,5:00,Peter Hickmott,Busan,,South Korea,False
5452,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Flyweight Bout,Alexandre Pantoja,KO/TKO,Punch to Head At Distance,1,4:17,Marc Goddard,Busan,,South Korea,False
5453,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Lightweight Bout,Omar Morales,Decision - Unanimous,Anthony Dimitriou26 - 30.Mark Collett27 - 30.Paul Sutherland28 - 29.,3,5:00,Thomas Fan,Busan,,South Korea,False
5454,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Featherweight Bout,SeungWoo Choi,Decision - Unanimous,Ben Cartlidge26 - 29.Evan Field26 - 29.Paul Sutherland25 - 29.,3,5:00,Greg Kleynjans,Busan,,South Korea,False
5455,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Heavyweight Bout,Ciryl Gane,Decision - Unanimous,Mark Collett26 - 30.Anthony Dimitriou26 - 30.Evan Field26 - 30.,3,5:00,Marc Goddard,Busan,,South Korea,False
5456,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Bantamweight Bout,Kyung Ho Kang,Decision - Split,Ben Cartlidge28 - 29.Evan Field29 - 28.Paul Sutherland27 - 30.,3,5:00,Peter Hickmott,Busan,,South Korea,False
5457,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Middleweight Bout,JunYong Park,Decision - Unanimous,Evan Field27 - 30.Anthony Dimitriou28 - 29.Mark Collett28 - 29.,3,5:00,Thomas Fan,Busan,,South Korea,False
5458,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Light Heavyweight Bout,Da Woon Jung,KO/TKO,Punch to Head At Distance,1,1:04,Marc Goddard,Busan,,South Korea,False
5459,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Featherweight Bout,Charles Jourdain,KO/TKO,Punches to Head At Distance,2,4:32,Peter Hickmott,Busan,,South Korea,False
5460,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Light Heavyweight Bout,Volkan Oezdemir,Decision - Split,Mark Collett28 - 29.Evan Field29 - 28.Anthony Dimitriou28 - 29.,3,5:00,Greg Kleynjans,Busan,,South Korea,False
5461,UFC Fight Night: Edgar vs. The Korean Zombie,"December 21, 2019",Featherweight Bout,Chan Sung Jung,KO/TKO,Punches to Head At Distance,1,3:18,Marc Goddard,Busan,,South Korea,False
5462,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Women's Flyweight Bout,Sabina Mazo,Decision - Split,Junichiro Kamijo28 - 29.Chris Lee29 - 28.Adalaide Byrd28 - 29.,3,5:00,Chris Tognoni,Las Vegas,Nevada,USA,False
5463,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Light Heavyweight Bout,Aleksa Camur,Decision - Unanimous,Derek Cleary28 - 29.Ron McCarthy27 - 30.Tony Weeks27 - 30.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,False
5464,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Lightweight Bout,Drew Dober,KO/TKO,Punch to Head At Distance,1,1:10,Mark Smith,Las Vegas,Nevada,USA,False
5465,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Flyweight Bout,Askar Askarov,Decision - Unanimous,Mike Bell28 - 29.Sal D'amato27 - 30.Dave Hagen27 - 30.,3,5:00,Keith Peterson,Las Vegas,Nevada,USA,False
5466,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Featherweight Bout,Sodiq Yusuff,Decision - Unanimous,Chris Lee28 - 29.Derek Cleary28 - 29.Adalaide Byrd28 - 29.,3,5:00,Chris Tognoni,Las Vegas,Nevada,USA,False
5467,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Women's Flyweight Bout,Roxanne Modafferi,Decision - Unanimous,Eric Colon27 - 30.Sal D'amato27 - 30.Dave Hagen26 - 30.,3,5:00,Jason Herzog,Las Vegas,Nevada,USA,False
5468,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Lightweight Bout,Diego Ferreira,Submission,Rear Naked Choke,2,1:46,Herb Dean,Las Vegas,Nevada,USA,False
5469,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Bantamweight Bout,Brian Kelleher,Submission,Guillotine Choke On Ground,1,2:49,Mark Smith,Las Vegas,Nevada,USA,False
5470,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Heavyweight Bout,Aleksei Oleinik,Submission,Armbar From Mount,2,4:38,Keith Peterson,Las Vegas,Nevada,USA,False
5471,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Women's Bantamweight Bout,Holly Holm,Decision - Unanimous,Mike Bell28 - 29.Eric Colon27 - 30.Ron McCarthy27 - 30.,3,5:00,Jason Herzog,Las Vegas,Nevada,USA,False
5472,UFC 246: McGregor vs. Cowboy,"January 18, 2020",Welterweight Bout,Conor McGregor,KO/TKO,Punches to Head On Ground,1,0:40,Herb Dean,Las Vegas,Nevada,USA,False
5473,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Featherweight Bout,Herbert Burns,KO/TKO,Knee to Head In Clinch,1,2:43,Larry Carter,Raleigh,North Carolina,USA,False
5474,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Bantamweight Bout,Brett Johns,Submission,Rear Naked Choke,3,2:53,Wayne Spinola,Raleigh,North Carolina,USA,False
5475,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Women's Bantamweight Bout,Sara McMann,Decision - Unanimous,David Ebert27 - 30.Chris Lee26 - 30.Eric Colon25 - 30.,3,5:00,Larry Carter,Raleigh,North Carolina,USA,False
5476,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Bantamweight Bout,Montel Jackson,Decision - Unanimous,Derek Cleary26 - 30.Tiffany Sorber26 - 30.Sal D'amato25 - 30.,3,5:00,Dan Miragliotta,Raleigh,North Carolina,USA,False
5477,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Women's Flyweight Bout,Justine Kish,Decision - Unanimous,Eric Colon27 - 30.David Ebert27 - 30.Tony Weeks27 - 30.,3,5:00,Kevin MacDonald,Raleigh,North Carolina,USA,False
5478,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Featherweight Bout,Arnold Allen,Decision - Unanimous,Derek Cleary28 - 29.Tiffany Sorber28 - 29.Chris Lee27 - 30.,3,5:00,Wayne Spinola,Raleigh,North Carolina,USA,False
5479,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Middleweight Bout,Bevon Lewis,Decision - Unanimous,Eric Colon27 - 30.Sal D'amato27 - 30.Tony Weeks27 - 30.,3,5:00,Kevin MacDonald,Raleigh,North Carolina,USA,False
5480,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Light Heavyweight Bout,Jamahal Hill,Decision - Unanimous,Chris Lee28 - 29.Tiffany Sorber28 - 29.Tony Weeks28 - 29.,3,5:00,Dan Miragliotta,Raleigh,North Carolina,USA,False
5481,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Women's Strawweight Bout,Angela Hill,KO/TKO,Elbows to Head From Mount,2,4:26,Kevin MacDonald,Raleigh,North Carolina,USA,False
5482,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Flyweight Bout,Alex Perez,Submission,Arm Triangle From Half Guard,1,2:33,Dan Miragliotta,Raleigh,North Carolina,USA,False
5483,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Welterweight Bout,Michael Chiesa,Decision - Unanimous,Tony Weeks27 - 30.Chris Lee28 - 29.Eric Colon28 - 29.,3,5:00,Kevin MacDonald,Raleigh,North Carolina,USA,False
5484,UFC Fight Night: Blaydes vs. Dos Santos,"January 25, 2020",Heavyweight Bout,Curtis Blaydes,KO/TKO,Punches to Head At Distance,2,1:06,Dan Miragliotta,Raleigh,North Carolina,USA,False
5485,UFC 247: Jones vs. Reyes,"February 08, 2020",Featherweight Bout,Youssef Zalal,Decision - Unanimous,Robin Williams27 - 30.Robert Alexander27 - 30.Chris Lee27 - 30.,3,5:00,Jeff Rexroad,Houston,Texas,USA,False
5486,UFC 247: Jones vs. Reyes,"February 08, 2020",Bantamweight Bout,Andre Ewell,Decision - Split,Danny De Alejandro28 - 29.Joe Soliz27 - 30.Joshua Ferraro29 - 28.,3,5:00,Kerry Hatley,Houston,Texas,USA,False
5487,UFC 247: Jones vs. Reyes,"February 08, 2020",Bantamweight Bout,Draw,Overturned,Failed Drug Test by Newson,1,0:38,Jacob Montalvo,Houston,Texas,USA,False
5488,UFC 247: Jones vs. Reyes,"February 08, 2020",Bantamweight Bout,Mario Bautista,KO/TKO,Flying Knee Head,2,1:41,Dan Miragliotta,Houston,Texas,USA,False
5489,UFC 247: Jones vs. Reyes,"February 08, 2020",Welterweight Bout,Khaos Williams,KO/TKO,Punch to Head At Distance,1,0:27,Kerry Hatley,Houston,Texas,USA,False
5490,UFC 247: Jones vs. Reyes,"February 08, 2020",Women's Flyweight Bout,Lauren Murphy,Decision - Split,Patrick Patlan28 - 29.Chris Lee29 - 28.Danny De Alejandro27 - 30.,3,5:00,Jeff Rexroad,Houston,Texas,USA,False
5491,UFC 247: Jones vs. Reyes,"February 08, 2020",Middleweight Bout,Trevin Giles,Decision - Split,Joe Soliz28 - 29.Patrick Patlan29 - 28.Joshua Ferraro28 - 29.,3,5:00,Jacob Montalvo,Houston,Texas,USA,False
5492,UFC 247: Jones vs. Reyes,"February 08, 2020",Heavyweight Bout,Derrick Lewis,Decision - Unanimous,Danny De Alejandro28 - 29.Robert Alexander28 - 29.Chris Lee28 - 29.,3,5:00,Dan Miragliotta,Houston,Texas,USA,False
5493,UFC 247: Jones vs. Reyes,"February 08, 2020",Featherweight Bout,Dan Ige,Decision - Split,Marcos Rosales28 - 29.Patrick Patlan29 - 28.Joshua Ferraro28 - 29.,3,5:00,Kerry Hatley,Houston,Texas,USA,False
5494,UFC 247: Jones vs. Reyes,"February 08, 2020",Heavyweight Bout,Justin Tafa,KO/TKO,Punch to Head In Clinch,1,1:59,Jeff Rexroad,Houston,Texas,USA,False
5495,UFC 247: Jones vs. Reyes,"February 08, 2020",UFC Women's Flyweight Title Bout,Valentina Shevchenko,KO/TKO,Punches to Head From Crucifix,3,1:03,Jacob Montalvo,Houston,Texas,USA,True
5496,UFC 247: Jones vs. Reyes,"February 08, 2020",UFC Light Heavyweight Title Bout,Jon Jones,Decision - Unanimous,Marcos Rosales47 - 48.Chris Lee47 - 48.Joe Soliz46 - 49.,5,5:00,Dan Miragliotta,Houston,Texas,USA,True
5497,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Flyweight Bout,Raulian Paiva,KO/TKO,Punch to Head At Distance,2,4:42,Robert Romero,Rio Rancho,New Mexico,USA,False
5498,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Women's Bantamweight Bout,Macy Chiasson,Decision - Unanimous,Mark Sanchez26 - 30.Glenn Trowbridge26 - 30.Tony Weeks26 - 30.,3,5:00,Herb Dean,Rio Rancho,New Mexico,USA,False
5499,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Bantamweight Bout,Merab Dvalishvili,Decision - Unanimous,Sal D'amato27 - 30.Ester Lopez25 - 30.Derek Cleary28 - 29.,3,5:00,Joe Coca,Rio Rancho,New Mexico,USA,False
5500,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Light Heavyweight Bout,Devin Clark,Decision - Unanimous,Kenny Ortiz27 - 30.Mark Sanchez26 - 30.Glenn Trowbridge26 - 30.,3,5:00,Jason Herzog,Rio Rancho,New Mexico,USA,False
5501,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Lightweight Bout,Scott Holtzman,Decision - Unanimous,Sal D'amato27 - 30.Ester Lopez28 - 29.Tony Weeks28 - 29.,3,5:00,Robert Romero,Rio Rancho,New Mexico,USA,False
5502,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Bantamweight Bout,John Dodson,KO/TKO,Punch to Head At Distance,3,0:16,Joe Coca,Rio Rancho,New Mexico,USA,False
5503,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Welterweight Bout,Daniel Rodriguez,Submission,Guillotine Choke Standing,2,3:37,Herb Dean,Rio Rancho,New Mexico,USA,False
5504,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Lightweight Bout,Lando Vannata,Decision - Unanimous,Tony Weeks27 - 30.Ester Lopez27 - 30.Derek Cleary27 - 30.,3,5:00,Jason Herzog,Rio Rancho,New Mexico,USA,False
5505,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Flyweight Bout,Ray Borg,Decision - Unanimous,Kenny Ortiz27 - 30.Glenn Trowbridge27 - 30.Derek Cleary25 - 30.,3,5:00,Herb Dean,Rio Rancho,New Mexico,USA,False
5506,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Lightweight Bout,Brok Weaver,DQ,Illegal Knee on Ground,1,4:02,Robert Romero,Rio Rancho,New Mexico,USA,False
5507,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Women's Flyweight Bout,Montana De La Rosa,Decision - Unanimous,Derek Cleary27 - 30.Sal D'amato27 - 30.Ester Lopez27 - 30.,3,5:00,Joe Coca,Rio Rancho,New Mexico,USA,False
5508,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Welterweight Bout,Diego Sanchez,DQ,Illegal Knee on Ground,3,3:09,Jason Herzog,Rio Rancho,New Mexico,USA,False
5509,UFC Fight Night: Anderson vs. Blachowicz,"February 15, 2020",Light Heavyweight Bout,Jan Blachowicz,KO/TKO,Punch to Head At Distance,1,3:08,Herb Dean,Rio Rancho,New Mexico,USA,False
5510,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Women's Flyweight Bout,Priscila Cachoeira,KO/TKO,Punch to Head At Distance,1,0:40,Neil Swailes,Auckland,,New Zealand,False
5511,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Women's Strawweight Bout,Angela Hill,Decision - Unanimous,Howie Booth28 - 29.Mark Rodgers28 - 29.David Lethaby27 - 30.,3,5:00,John Sharp,Auckland,,New Zealand,False
5512,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Flyweight Bout,Kai Kara-France,Decision - Unanimous,Barry Foley27 - 30.Richie Gerrard27 - 30.Lereapii Taia27 - 30.,3,5:00,Marc Goddard,Auckland,,New Zealand,False
5513,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Welterweight Bout,Song Kenan,KO/TKO,Punch to Head At Distance,1,2:20,Neil Swailes,Auckland,,New Zealand,False
5514,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Welterweight Bout,Jake Matthews,Decision - Unanimous,Howie Booth28 - 29.Barry Foley28 - 29.Mark Rodgers28 - 29.,3,5:00,John Sharp,Auckland,,New Zealand,False
5515,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Lightweight Bout,Jalin Turner,KO/TKO,Punches to Head From Back Control,2,3:01,Mark Craig,Auckland,,New Zealand,False
5516,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Featherweight Bout,Zubaira Tukhugov,KO/TKO,Punches to Head On Ground,1,3:21,Marc Goddard,Auckland,,New Zealand,False
5517,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Lightweight Bout,Brad Riddell,Decision - Split,Howie Booth28 - 29.Barry Foley29 - 28.Luke Hill28 - 29.,3,5:00,John Sharp,Auckland,,New Zealand,False
5518,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Heavyweight Bout,Marcos Rogerio de Lima,KO/TKO,Punch to Head At Distance,1,1:28,Neil Swailes,Auckland,,New Zealand,False
5519,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Women's Strawweight Bout,Yan Xiaonan,Decision - Unanimous,Luke Hill26 - 30.Howard Hughes26 - 30.David Lethaby26 - 30.,3,5:00,Mark Craig,Auckland,,New Zealand,False
5520,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Light Heavyweight Bout,Jimmy Crute,Submission,Kimura From Side Control,1,3:29,John Sharp,Auckland,,New Zealand,False
5521,UFC Fight Night: Felder vs. Hooker,"February 22, 2020",Lightweight Bout,Dan Hooker,Decision - Split,Barry Foley48 - 47.Howard Hughes47 - 48.David Lethaby47 - 48.,5,5:00,Marc Goddard,Auckland,,New Zealand,False
5522,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Welterweight Bout,Sean Brady,Decision - Unanimous,Brian Costello28 - 29.Chris Lee27 - 29.Lisa Cuellar27 - 30.,3,5:00,Scott Howard,Norfolk,Virginia,USA,False
5523,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Featherweight Bout,Spike Carlyle,KO/TKO,Punches to Head From Mount,1,1:25,Scott Howard,Norfolk,Virginia,USA,False
5524,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Featherweight Bout,Jordan Griffin,Submission,Guillotine Choke From Bottom Side Control,2,3:38,Mike King,Norfolk,Virginia,USA,False
5525,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Lightweight Bout,Luis Pena,Decision - Unanimous,Chris Lee27 - 30.Lisa Cuellar27 - 30.Brian Costello27 - 30.,3,5:00,Mike King,Norfolk,Virginia,USA,False
5526,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Heavyweight Bout,Marcin Tybura,Decision - Unanimous,Brian Costello27 - 30.Sal D'amato27 - 30.Lisa Cuellar28 - 29.,3,5:00,Bill Bookwalter,Norfolk,Virginia,USA,False
5527,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Middleweight Bout,Brendan Allen,KO/TKO,Punches to Head On Ground,1,4:47,Bill Bookwalter,Norfolk,Virginia,USA,False
5528,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Bantamweight Bout,Kyler Phillips,Decision - Unanimous,Sal D'amato27 - 30.Lisa Cuellar27 - 30.Brian Costello27 - 30.,3,5:00,Dan Miragliotta,Norfolk,Virginia,USA,False
5529,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Featherweight Bout,Grant Dawson,Submission,Rear Naked Choke,2,1:38,Kevin MacDonald,Norfolk,Virginia,USA,False
5530,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Women's Featherweight Bout,Megan Anderson,KO/TKO,Punch to Head At Distance,1,3:31,Kevin MacDonald,Norfolk,Virginia,USA,False
5531,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Light Heavyweight Bout,Magomed Ankalaev,KO/TKO,Punches to Head At Distance,1,0:38,Kevin MacDonald,Norfolk,Virginia,USA,False
5532,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Women's Featherweight Bout,Felicia Spencer,KO/TKO,Punches to Head From Mount,1,3:37,Dan Miragliotta,Norfolk,Virginia,USA,False
5533,UFC Fight Night: Benavidez vs. Figueiredo,"February 29, 2020",Flyweight Bout,Deiveson Figueiredo,KO/TKO,"Punch to Head At Distance
      Non-title fight for Figueiredo; missed weight",2,1:54,Dan Miragliotta,Norfolk,Virginia,USA,False
5534,UFC 248: Adesanya vs. Romero,"March 07, 2020",Bantamweight Bout,Batgerel Danaa,KO/TKO,Punch to Head At Distance,1,3:01,Chris Tognoni,Las Vegas,Nevada,USA,False
5535,UFC 248: Adesanya vs. Romero,"March 07, 2020",Featherweight Bout,Giga Chikadze,Decision - Split,Tony Weeks29 - 28.Junichiro Kamijo28 - 29.Eric Colon28 - 29.,3,5:00,Mark Smith,Las Vegas,Nevada,USA,False
5536,UFC 248: Adesanya vs. Romero,"March 07, 2020",Middleweight Bout,Gerald Meerschaert,Submission,Rear Naked Choke,3,2:13,Keith Peterson,Las Vegas,Nevada,USA,False
5537,UFC 248: Adesanya vs. Romero,"March 07, 2020",Middleweight Bout,Rodolfo Vieira,Submission,Arm Triangle From Mount,1,2:58,Jason Herzog,Las Vegas,Nevada,USA,False
5538,UFC 248: Adesanya vs. Romero,"March 07, 2020",Lightweight Bout,Mark Madsen,Decision - Unanimous,Eric Colon28 - 29.Dave Hagen28 - 29.Ron McCarthy28 - 29.,3,5:00,Chris Tognoni,Las Vegas,Nevada,USA,False
5539,UFC 248: Adesanya vs. Romero,"March 07, 2020",Bantamweight Bout,Sean O'Malley,KO/TKO,Punches to Head On Ground,1,2:02,Dan Miragliotta,Las Vegas,Nevada,USA,False
5540,UFC 248: Adesanya vs. Romero,"March 07, 2020",Welterweight Bout,Alex Oliveira,Decision - Split,Chris Lee28 - 29.Sal D'amato29 - 28.Dave Hagen28 - 29.,3,5:00,Mark Smith,Las Vegas,Nevada,USA,False
5541,UFC 248: Adesanya vs. Romero,"March 07, 2020",Welterweight Bout,Neil Magny,Decision - Unanimous,Derek Cleary27 - 30.Eric Colon27 - 30.Junichiro Kamijo27 - 30.,3,5:00,Keith Peterson,Las Vegas,Nevada,USA,False
5542,UFC 248: Adesanya vs. Romero,"March 07, 2020",Lightweight Bout,Beneil Dariush,KO/TKO,Punch to Head At Distance,2,1:00,Jason Herzog,Las Vegas,Nevada,USA,False
5543,UFC 248: Adesanya vs. Romero,"March 07, 2020",UFC Women's Strawweight Title Bout,Zhang Weili,Decision - Split,Mike Bell47 - 48.Eric Colon48 - 47.Derek Cleary47 - 48.,5,5:00,Keith Peterson,Las Vegas,Nevada,USA,True
5544,UFC 248: Adesanya vs. Romero,"March 07, 2020",UFC Middleweight Title Bout,Israel Adesanya,Decision - Unanimous,Chris Lee46 - 49.Sal D'amato47 - 48.Ron McCarthy47 - 48.,5,5:00,Dan Miragliotta,Las Vegas,Nevada,USA,True
5545,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Women's Bantamweight Bout,Bea Malecki,Decision - Unanimous,Sal D'amato28 - 29.Joseph Terrell28 - 29.Hallison Pontes28 - 29.,3,5:00,Mike Beltran,Brasilia,Distrito Federal,Brazil,False
5546,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Flyweight Bout,David Dvorak,Decision - Unanimous,Mike Bell28 - 29.Hallison Pontes28 - 29.Guilherme Bravo28 - 29.,3,5:00,Julio Catarino,Brasilia,Distrito Federal,Brazil,False
5547,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Women's Flyweight Bout,Maryna Moroz,Decision - Unanimous,Sal D'amato28 - 29.Joseph Terrell28 - 29.Mike Bell28 - 29.,3,5:00,Camila Albuquerque,Brasilia,Distrito Federal,Brazil,False
5548,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Bantamweight Bout,Draw,Decision - Majority,Sal D'amato28 - 29.Hallison Pontes28 - 28.Guilherme Bravo28 - 28.,3,5:00,Julio Catarino,Brasilia,Distrito Federal,Brazil,False
5549,UFC Fight Night: Lee vs. Oliveira,"March 14, 2020",Welterweight Bout,Elizeu Zaleski dos Santos,Decision - Unanimous,Sal D'amato28 - 29.Joseph Terrell28 - 29.Guilherme Bravo28 - 29.,3,5:00,Osiris Maia,Brasilia,Distrito Federal,Brazil,False
